method,split,task,family,mean_success,ci95_success,mean_safety_violation,ci95_safety_violation,mean_damage,ci95_damage,mean_fault_f1,ci95_fault_f1,mean_interaction_f1,ci95_interaction_f1,mean_false_isolation,ci95_false_isolation,mean_recovery_latency,ci95_recovery_latency,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
bayesian_sensor_fusion_monitor,paired_sensor_shift,deformable_handling,force_torque_only,0.5578,0.0379,0.2126,0.0421,0.1378,0.0243,0.4830,0.0716,0.4014,0.0232,0.2551,0.0419,0.5922,0.0065,0.4317,0.0066,7,0.1837
bayesian_sensor_fusion_monitor,paired_sensor_shift,deformable_handling,language_grounding_only,0.5646,0.0458,0.2041,0.0267,0.1156,0.0111,0.5051,0.0349,0.3741,0.0264,0.2364,0.0320,0.5953,0.0159,0.3939,0.0056,7,0.1888
bayesian_sensor_fusion_monitor,paired_sensor_shift,deformable_handling,proprioception_only,0.5714,0.0391,0.2211,0.0341,0.1667,0.0342,0.5034,0.0370,0.4031,0.0347,0.2347,0.0278,0.5756,0.0075,0.3967,0.0036,7,0.1514
bayesian_sensor_fusion_monitor,paired_sensor_shift,deformable_handling,tactile_only,0.5629,0.0258,0.1990,0.0482,0.1446,0.0213,0.4541,0.0459,0.3673,0.0307,0.2381,0.0519,0.5850,0.0121,0.4128,0.0062,7,0.1718
bayesian_sensor_fusion_monitor,paired_sensor_shift,deformable_handling,vision_only,0.5646,0.0301,0.1939,0.0366,0.1156,0.0253,0.4694,0.0363,0.3997,0.0264,0.2381,0.0322,0.5656,0.0108,0.3937,0.0068,7,0.1752
bayesian_sensor_fusion_monitor,paired_sensor_shift,grasp_selection,compositional_multi_sensor,0.6446,0.0299,0.3129,0.0373,0.2058,0.0214,0.4983,0.0376,0.3980,0.0511,0.2194,0.0432,0.7462,0.0149,0.5826,0.0084,7,0.2976
bayesian_sensor_fusion_monitor,paired_sensor_shift,grasp_selection,depth_only,0.5731,0.0328,0.1701,0.0226,0.1276,0.0337,0.5323,0.0363,0.4133,0.0555,0.2483,0.0406,0.5718,0.0089,0.3751,0.0066,7,0.1531
bayesian_sensor_fusion_monitor,paired_sensor_shift,grasp_selection,force_torque_only,0.5833,0.0499,0.1718,0.0183,0.1241,0.0196,0.5357,0.0429,0.3861,0.0317,0.2449,0.0325,0.5753,0.0135,0.3973,0.0047,7,0.1769
bayesian_sensor_fusion_monitor,paired_sensor_shift,grasp_selection,language_grounding_only,0.5731,0.0476,0.1446,0.0424,0.0969,0.0164,0.4728,0.0541,0.3844,0.0333,0.2925,0.0221,0.5753,0.0100,0.3646,0.0091,7,0.1820
bayesian_sensor_fusion_monitor,paired_sensor_shift,grasp_selection,proprioception_only,0.5782,0.0352,0.1599,0.0168,0.0850,0.0343,0.4915,0.0248,0.4099,0.0209,0.2449,0.0278,0.5734,0.0158,0.3652,0.0059,7,0.2160
bayesian_sensor_fusion_monitor,paired_sensor_shift,grasp_selection,tactile_only,0.6037,0.0340,0.1650,0.0200,0.0969,0.0139,0.4932,0.0215,0.3741,0.0413,0.2245,0.0276,0.5862,0.0031,0.3766,0.0062,7,0.1514
bayesian_sensor_fusion_monitor,paired_sensor_shift,grasp_selection,vision_only,0.5595,0.0509,0.1344,0.0141,0.1122,0.0112,0.5136,0.0402,0.4099,0.0233,0.2721,0.0433,0.5647,0.0054,0.3656,0.0041,7,0.1684
bayesian_sensor_fusion_monitor,paired_sensor_shift,insertion_alignment,compositional_multi_sensor,0.6599,0.0432,0.3827,0.0476,0.2109,0.0304,0.4898,0.0448,0.4133,0.0425,0.2245,0.0382,0.7748,0.0102,0.6302,0.0058,7,0.2857
bayesian_sensor_fusion_monitor,paired_sensor_shift,insertion_alignment,depth_only,0.5527,0.0321,0.1565,0.0518,0.1361,0.0287,0.4609,0.0226,0.4269,0.0495,0.2143,0.0283,0.5750,0.0104,0.3960,0.0067,7,0.1803
bayesian_sensor_fusion_monitor,paired_sensor_shift,insertion_alignment,force_torque_only,0.5544,0.0750,0.1701,0.0232,0.1463,0.0268,0.5153,0.0325,0.3963,0.0214,0.2449,0.0504,0.5987,0.0111,0.4246,0.0035,7,0.2041
bayesian_sensor_fusion_monitor,paired_sensor_shift,insertion_alignment,language_grounding_only,0.6003,0.0249,0.1956,0.0203,0.1259,0.0221,0.5306,0.0596,0.3571,0.0356,0.2279,0.0409,0.5879,0.0139,0.3895,0.0081,7,0.1139
bayesian_sensor_fusion_monitor,paired_sensor_shift,insertion_alignment,proprioception_only,0.5476,0.0414,0.1599,0.0400,0.1293,0.0332,0.5085,0.0202,0.3946,0.0219,0.2483,0.0262,0.5862,0.0116,0.3910,0.0057,7,0.1531
bayesian_sensor_fusion_monitor,paired_sensor_shift,insertion_alignment,tactile_only,0.5323,0.0449,0.1973,0.0317,0.1156,0.0243,0.4898,0.0393,0.4099,0.0301,0.2619,0.0414,0.5799,0.0154,0.3992,0.0085,7,0.1735
bayesian_sensor_fusion_monitor,paired_sensor_shift,insertion_alignment,vision_only,0.5629,0.0363,0.1752,0.0214,0.1276,0.0189,0.4915,0.0363,0.3861,0.0496,0.2432,0.0249,0.5766,0.0075,0.3878,0.0054,7,0.1633
bayesian_sensor_fusion_monitor,paired_sensor_shift,mobile_manip_near_obstacles,compositional_multi_sensor,0.6582,0.0434,0.3673,0.0406,0.2211,0.0227,0.5136,0.0518,0.4371,0.0313,0.2058,0.0333,0.7601,0.0099,0.6307,0.0071,7,0.2772
bayesian_sensor_fusion_monitor,paired_sensor_shift,mobile_manip_near_obstacles,depth_only,0.5561,0.0317,0.1548,0.0260,0.1156,0.0317,0.5765,0.0349,0.4116,0.0548,0.2313,0.0209,0.5802,0.0097,0.3991,0.0084,7,0.1582
bayesian_sensor_fusion_monitor,paired_sensor_shift,mobile_manip_near_obstacles,force_torque_only,0.5816,0.0393,0.1803,0.0354,0.1190,0.0184,0.5204,0.0566,0.3997,0.0238,0.2704,0.0226,0.5771,0.0101,0.4200,0.0055,7,0.1769
bayesian_sensor_fusion_monitor,paired_sensor_shift,mobile_manip_near_obstacles,language_grounding_only,0.5425,0.0480,0.1650,0.0294,0.1190,0.0233,0.4643,0.0364,0.4218,0.0555,0.2279,0.0339,0.5936,0.0174,0.3846,0.0073,7,0.1701
bayesian_sensor_fusion_monitor,paired_sensor_shift,mobile_manip_near_obstacles,proprioception_only,0.5459,0.0588,0.1684,0.0187,0.1122,0.0243,0.5034,0.0321,0.4184,0.0439,0.2347,0.0373,0.5818,0.0163,0.3899,0.0034,7,0.1854
bayesian_sensor_fusion_monitor,paired_sensor_shift,mobile_manip_near_obstacles,tactile_only,0.5578,0.0399,0.1752,0.0237,0.1446,0.0320,0.5204,0.0493,0.4303,0.0320,0.2568,0.0333,0.5778,0.0076,0.3981,0.0037,7,0.1973
bayesian_sensor_fusion_monitor,paired_sensor_shift,mobile_manip_near_obstacles,vision_only,0.5680,0.0195,0.1531,0.0180,0.1224,0.0111,0.4796,0.0393,0.3946,0.0386,0.2534,0.0413,0.5707,0.0168,0.3929,0.0068,7,0.1548
bayesian_sensor_fusion_monitor,paired_sensor_shift,tool_use_contact_control,compositional_multi_sensor,0.6565,0.0676,0.3265,0.0394,0.2211,0.0301,0.5000,0.0483,0.3741,0.0374,0.2568,0.0446,0.7698,0.0070,0.6119,0.0087,7,0.2721
bayesian_sensor_fusion_monitor,paired_sensor_shift,tool_use_contact_control,depth_only,0.5748,0.0296,0.1633,0.0226,0.1190,0.0345,0.5119,0.0216,0.4065,0.0281,0.2347,0.0482,0.5717,0.0102,0.3856,0.0068,7,0.1820
bayesian_sensor_fusion_monitor,paired_sensor_shift,tool_use_contact_control,force_torque_only,0.5850,0.0515,0.1820,0.0189,0.1327,0.0224,0.4779,0.0487,0.4150,0.0336,0.2449,0.0483,0.5821,0.0089,0.4098,0.0067,7,0.1548
bayesian_sensor_fusion_monitor,paired_sensor_shift,tool_use_contact_control,language_grounding_only,0.5816,0.0393,0.1565,0.0257,0.1105,0.0159,0.5119,0.0504,0.4065,0.0339,0.2364,0.0402,0.5762,0.0102,0.3767,0.0058,7,0.1446
bayesian_sensor_fusion_monitor,paired_sensor_shift,tool_use_contact_control,proprioception_only,0.5731,0.0379,0.1633,0.0333,0.1207,0.0172,0.4694,0.0423,0.3895,0.0344,0.2636,0.0379,0.5751,0.0080,0.3751,0.0048,7,0.1854
bayesian_sensor_fusion_monitor,paired_sensor_shift,tool_use_contact_control,tactile_only,0.5748,0.0291,0.1548,0.0204,0.1037,0.0189,0.4728,0.0555,0.4133,0.0469,0.2313,0.0438,0.5746,0.0206,0.3947,0.0070,7,0.1565
bayesian_sensor_fusion_monitor,paired_sensor_shift,tool_use_contact_control,vision_only,0.5782,0.0349,0.1548,0.0255,0.1122,0.0233,0.4847,0.0243,0.3997,0.0419,0.2568,0.0209,0.5650,0.0158,0.3764,0.0057,7,0.1735
bayesian_sensor_fusion_monitor,single_sensor_shift,deformable_handling,compositional_multi_sensor,0.6548,0.0420,0.3486,0.0291,0.2041,0.0276,0.4541,0.0497,0.4422,0.0386,0.1990,0.0214,0.7248,0.0061,0.5889,0.0047,7,0.2823
bayesian_sensor_fusion_monitor,single_sensor_shift,deformable_handling,depth_only,0.6156,0.0528,0.1531,0.0200,0.1378,0.0233,0.4830,0.0254,0.4473,0.0305,0.1854,0.0243,0.5491,0.0110,0.3816,0.0070,7,0.1531
bayesian_sensor_fusion_monitor,single_sensor_shift,deformable_handling,force_torque_only,0.5969,0.0386,0.2075,0.0254,0.1378,0.0321,0.4490,0.0359,0.4524,0.0504,0.1667,0.0249,0.5588,0.0107,0.4001,0.0042,7,0.1684
bayesian_sensor_fusion_monitor,single_sensor_shift,deformable_handling,language_grounding_only,0.5459,0.0061,0.2092,0.0296,0.1156,0.0248,0.4524,0.0527,0.4541,0.0376,0.1990,0.0253,0.5652,0.0085,0.3706,0.0050,7,0.2024
bayesian_sensor_fusion_monitor,single_sensor_shift,deformable_handling,proprioception_only,0.6344,0.0422,0.1956,0.0499,0.1054,0.0396,0.4677,0.0498,0.4439,0.0174,0.1956,0.0333,0.5480,0.0148,0.3766,0.0071,7,0.1293
bayesian_sensor_fusion_monitor,single_sensor_shift,deformable_handling,tactile_only,0.5918,0.0282,0.2041,0.0409,0.1224,0.0263,0.4949,0.0596,0.4337,0.0438,0.1939,0.0403,0.5524,0.0099,0.3836,0.0035,7,0.1701
bayesian_sensor_fusion_monitor,single_sensor_shift,deformable_handling,vision_only,0.5816,0.0454,0.1667,0.0249,0.1105,0.0182,0.4626,0.0418,0.4048,0.0381,0.1514,0.0291,0.5586,0.0084,0.3779,0.0055,7,0.1650
bayesian_sensor_fusion_monitor,single_sensor_shift,grasp_selection,compositional_multi_sensor,0.6786,0.0322,0.3197,0.0733,0.1752,0.0220,0.4762,0.0360,0.4133,0.0425,0.2432,0.0333,0.7009,0.0091,0.5229,0.0056,7,0.2364
bayesian_sensor_fusion_monitor,single_sensor_shift,grasp_selection,depth_only,0.6395,0.0248,0.1310,0.0255,0.0969,0.0172,0.5170,0.0292,0.4575,0.0381,0.1871,0.0159,0.5572,0.0098,0.3595,0.0051,7,0.1071
bayesian_sensor_fusion_monitor,single_sensor_shift,grasp_selection,force_torque_only,0.6207,0.0281,0.1650,0.0271,0.1241,0.0238,0.4864,0.0484,0.4269,0.0597,0.2211,0.0363,0.5526,0.0082,0.3660,0.0096,7,0.1293
bayesian_sensor_fusion_monitor,single_sensor_shift,grasp_selection,language_grounding_only,0.6310,0.0161,0.1480,0.0360,0.0884,0.0410,0.4762,0.0496,0.4405,0.0509,0.1922,0.0206,0.5578,0.0076,0.3416,0.0051,7,0.1582
bayesian_sensor_fusion_monitor,single_sensor_shift,grasp_selection,proprioception_only,0.6446,0.0399,0.1633,0.0455,0.1037,0.0159,0.4439,0.0455,0.4677,0.0273,0.1837,0.0356,0.5572,0.0100,0.3427,0.0076,7,0.1003
bayesian_sensor_fusion_monitor,single_sensor_shift,grasp_selection,tactile_only,0.5867,0.0777,0.1837,0.0352,0.1156,0.0400,0.4813,0.0384,0.4337,0.0630,0.2058,0.0282,0.5525,0.0107,0.3540,0.0087,7,0.1718
bayesian_sensor_fusion_monitor,single_sensor_shift,grasp_selection,vision_only,0.6173,0.0399,0.1156,0.0258,0.0952,0.0269,0.4694,0.0264,0.4711,0.0381,0.1837,0.0317,0.5488,0.0098,0.3434,0.0063,7,0.1548
bayesian_sensor_fusion_monitor,single_sensor_shift,insertion_alignment,compositional_multi_sensor,0.6905,0.0342,0.3537,0.0317,0.1888,0.0241,0.4609,0.0524,0.4252,0.0555,0.1888,0.0172,0.7097,0.0138,0.5701,0.0053,7,0.2432
bayesian_sensor_fusion_monitor,single_sensor_shift,insertion_alignment,depth_only,0.6054,0.0459,0.1905,0.0314,0.1071,0.0326,0.4796,0.0344,0.4201,0.0406,0.1871,0.0602,0.5559,0.0130,0.3744,0.0051,7,0.1837
bayesian_sensor_fusion_monitor,single_sensor_shift,insertion_alignment,force_torque_only,0.6003,0.0243,0.2041,0.0328,0.1276,0.0313,0.5068,0.0313,0.4388,0.0424,0.2381,0.0429,0.5608,0.0092,0.3996,0.0077,7,0.2024
bayesian_sensor_fusion_monitor,single_sensor_shift,insertion_alignment,language_grounding_only,0.6071,0.0491,0.1905,0.0184,0.1139,0.0175,0.4609,0.0431,0.4847,0.0657,0.1939,0.0214,0.5625,0.0062,0.3602,0.0060,7,0.1650
bayesian_sensor_fusion_monitor,single_sensor_shift,insertion_alignment,proprioception_only,0.5969,0.0230,0.1684,0.0200,0.1190,0.0306,0.4354,0.0377,0.4779,0.0206,0.2024,0.0228,0.5660,0.0061,0.3678,0.0073,7,0.1803
bayesian_sensor_fusion_monitor,single_sensor_shift,insertion_alignment,tactile_only,0.6105,0.0480,0.1735,0.0227,0.1122,0.0233,0.4847,0.0604,0.4609,0.0460,0.1973,0.0317,0.5614,0.0127,0.3797,0.0060,7,0.1582
bayesian_sensor_fusion_monitor,single_sensor_shift,insertion_alignment,vision_only,0.5935,0.0303,0.1718,0.0278,0.1088,0.0332,0.4881,0.0334,0.4303,0.0566,0.1905,0.0260,0.5433,0.0168,0.3650,0.0032,7,0.1854
bayesian_sensor_fusion_monitor,single_sensor_shift,mobile_manip_near_obstacles,compositional_multi_sensor,0.6701,0.0403,0.3520,0.0337,0.2058,0.0390,0.4677,0.0321,0.4439,0.0243,0.1973,0.0233,0.6993,0.0132,0.5654,0.0079,7,0.2568
bayesian_sensor_fusion_monitor,single_sensor_shift,mobile_manip_near_obstacles,depth_only,0.5935,0.0535,0.1854,0.0333,0.1276,0.0202,0.5051,0.0573,0.4626,0.0285,0.1701,0.0296,0.5528,0.0132,0.3755,0.0059,7,0.1667
bayesian_sensor_fusion_monitor,single_sensor_shift,mobile_manip_near_obstacles,force_torque_only,0.6054,0.0448,0.1803,0.0307,0.1224,0.0474,0.5000,0.0707,0.4558,0.0477,0.1735,0.0384,0.5686,0.0095,0.3991,0.0102,7,0.1718
bayesian_sensor_fusion_monitor,single_sensor_shift,mobile_manip_near_obstacles,language_grounding_only,0.6224,0.0344,0.1616,0.0259,0.0935,0.0271,0.4830,0.0416,0.4490,0.0403,0.1905,0.0184,0.5635,0.0154,0.3605,0.0103,7,0.1429
bayesian_sensor_fusion_monitor,single_sensor_shift,mobile_manip_near_obstacles,proprioception_only,0.6105,0.0493,0.1633,0.0208,0.1259,0.0356,0.4779,0.0281,0.4626,0.0246,0.1803,0.0281,0.5381,0.0156,0.3642,0.0084,7,0.1531
bayesian_sensor_fusion_monitor,single_sensor_shift,mobile_manip_near_obstacles,tactile_only,0.6003,0.0381,0.1803,0.0376,0.0969,0.0172,0.4694,0.0283,0.4269,0.0487,0.1684,0.0316,0.5604,0.0093,0.3825,0.0045,7,0.1633
bayesian_sensor_fusion_monitor,single_sensor_shift,mobile_manip_near_obstacles,vision_only,0.5816,0.0530,0.1769,0.0213,0.1054,0.0281,0.4660,0.0236,0.4354,0.0449,0.1871,0.0220,0.5523,0.0110,0.3707,0.0017,7,0.1820
bayesian_sensor_fusion_monitor,single_sensor_shift,tool_use_contact_control,compositional_multi_sensor,0.6854,0.0455,0.3214,0.0297,0.1701,0.0248,0.4694,0.0333,0.4422,0.0495,0.1786,0.0260,0.7040,0.0084,0.5431,0.0044,7,0.2194
bayesian_sensor_fusion_monitor,single_sensor_shift,tool_use_contact_control,depth_only,0.6156,0.0521,0.1701,0.0373,0.1139,0.0391,0.4830,0.0175,0.4150,0.0393,0.1956,0.0349,0.5507,0.0105,0.3699,0.0050,7,0.1412
bayesian_sensor_fusion_monitor,single_sensor_shift,tool_use_contact_control,force_torque_only,0.6224,0.0400,0.1803,0.0271,0.1156,0.0268,0.5170,0.0416,0.4473,0.0560,0.2262,0.0398,0.5550,0.0129,0.3843,0.0061,7,0.1361
bayesian_sensor_fusion_monitor,single_sensor_shift,tool_use_contact_control,language_grounding_only,0.5986,0.0304,0.1514,0.0329,0.1054,0.0246,0.4473,0.0509,0.4626,0.0164,0.2058,0.0410,0.5527,0.0108,0.3526,0.0072,7,0.1139
bayesian_sensor_fusion_monitor,single_sensor_shift,tool_use_contact_control,proprioception_only,0.6241,0.0341,0.1480,0.0394,0.0986,0.0282,0.4983,0.0624,0.4558,0.0410,0.2177,0.0282,0.5498,0.0112,0.3596,0.0048,7,0.1395
bayesian_sensor_fusion_monitor,single_sensor_shift,tool_use_contact_control,tactile_only,0.6020,0.0419,0.1497,0.0238,0.1241,0.0221,0.4915,0.0602,0.4983,0.0372,0.1990,0.0380,0.5561,0.0121,0.3727,0.0076,7,0.1820
bayesian_sensor_fusion_monitor,single_sensor_shift,tool_use_contact_control,vision_only,0.6105,0.0383,0.1633,0.0150,0.1020,0.0112,0.4524,0.0407,0.4864,0.0339,0.1463,0.0150,0.5500,0.0121,0.3584,0.0053,7,0.1548
conformal_sensor_reliability_filter,combined_stress,deformable_handling,compositional_multi_sensor,0.5578,0.0412,0.4626,0.0421,0.2313,0.0233,0.3997,0.0391,0.2636,0.0376,0.3844,0.0550,1.0314,0.0072,0.7953,0.0048,7,0.3963
conformal_sensor_reliability_filter,combined_stress,deformable_handling,depth_only,0.5187,0.0367,0.2007,0.0262,0.1259,0.0349,0.3827,0.0451,0.2806,0.0215,0.4116,0.0360,0.8022,0.0143,0.5277,0.0083,7,0.1599
conformal_sensor_reliability_filter,combined_stress,deformable_handling,force_torque_only,0.4915,0.0606,0.2245,0.0563,0.1463,0.0373,0.3673,0.0442,0.3095,0.0435,0.4082,0.0410,0.8114,0.0129,0.5492,0.0059,7,0.2330
conformal_sensor_reliability_filter,combined_stress,deformable_handling,language_grounding_only,0.4711,0.0370,0.2143,0.0414,0.1224,0.0253,0.3759,0.0387,0.2789,0.0429,0.4133,0.0477,0.8227,0.0066,0.5070,0.0057,7,0.2398
conformal_sensor_reliability_filter,combined_stress,deformable_handling,proprioception_only,0.4796,0.0406,0.1939,0.0352,0.1327,0.0379,0.4150,0.0487,0.2874,0.0193,0.3707,0.0219,0.8068,0.0105,0.5183,0.0045,7,0.2007
conformal_sensor_reliability_filter,combined_stress,deformable_handling,tactile_only,0.4864,0.0503,0.2245,0.0362,0.1378,0.0283,0.3622,0.0264,0.3044,0.0337,0.4303,0.0193,0.7950,0.0062,0.5285,0.0040,7,0.2194
conformal_sensor_reliability_filter,combined_stress,deformable_handling,vision_only,0.4830,0.0143,0.2126,0.0316,0.1412,0.0267,0.4269,0.0148,0.3044,0.0416,0.4065,0.0303,0.7910,0.0116,0.5151,0.0071,7,0.2143
conformal_sensor_reliability_filter,combined_stress,grasp_selection,compositional_multi_sensor,0.5340,0.0262,0.3912,0.0406,0.1837,0.0516,0.3554,0.0399,0.2925,0.0221,0.4150,0.0503,0.9924,0.0135,0.7100,0.0053,7,0.3827
conformal_sensor_reliability_filter,combined_stress,grasp_selection,depth_only,0.5357,0.0204,0.1735,0.0526,0.1241,0.0325,0.3776,0.0363,0.3078,0.0406,0.4048,0.0501,0.8002,0.0116,0.4871,0.0057,7,0.1650
conformal_sensor_reliability_filter,combined_stress,grasp_selection,force_torque_only,0.5119,0.0469,0.2075,0.0203,0.1395,0.0278,0.3997,0.0301,0.2738,0.0522,0.3895,0.0340,0.8005,0.0166,0.5042,0.0069,7,0.2466
conformal_sensor_reliability_filter,combined_stress,grasp_selection,language_grounding_only,0.4592,0.0278,0.1633,0.0317,0.0935,0.0224,0.4116,0.0452,0.3248,0.0313,0.4065,0.0418,0.8084,0.0088,0.4720,0.0083,7,0.2670
conformal_sensor_reliability_filter,combined_stress,grasp_selection,proprioception_only,0.4898,0.0382,0.1701,0.0321,0.1173,0.0139,0.4303,0.0336,0.2976,0.0222,0.3776,0.0313,0.7979,0.0094,0.4755,0.0070,7,0.2534
conformal_sensor_reliability_filter,combined_stress,grasp_selection,tactile_only,0.5051,0.0446,0.1684,0.0316,0.1207,0.0224,0.4184,0.0257,0.3146,0.0485,0.4252,0.0543,0.7957,0.0136,0.4853,0.0065,7,0.2041
conformal_sensor_reliability_filter,combined_stress,grasp_selection,vision_only,0.5170,0.0360,0.1480,0.0363,0.1088,0.0230,0.3503,0.0325,0.3180,0.0373,0.4167,0.0345,0.7983,0.0098,0.4769,0.0059,7,0.2041
conformal_sensor_reliability_filter,combined_stress,insertion_alignment,compositional_multi_sensor,0.5697,0.0468,0.4371,0.0718,0.2687,0.0360,0.4235,0.0254,0.2823,0.0352,0.4371,0.0482,1.0234,0.0055,0.7713,0.0039,7,0.3316
conformal_sensor_reliability_filter,combined_stress,insertion_alignment,depth_only,0.4779,0.0573,0.2109,0.0370,0.1088,0.0252,0.3963,0.0253,0.3367,0.0380,0.3895,0.0355,0.8000,0.0118,0.5173,0.0052,7,0.2211
conformal_sensor_reliability_filter,combined_stress,insertion_alignment,force_torque_only,0.5051,0.0352,0.2211,0.0491,0.1310,0.0072,0.3707,0.0436,0.3061,0.0463,0.3878,0.0352,0.8164,0.0075,0.5367,0.0056,7,0.2347
conformal_sensor_reliability_filter,combined_stress,insertion_alignment,language_grounding_only,0.5238,0.0450,0.2041,0.0299,0.1276,0.0195,0.3963,0.0373,0.2755,0.0415,0.4558,0.0352,0.8140,0.0059,0.4973,0.0047,7,0.1769
conformal_sensor_reliability_filter,combined_stress,insertion_alignment,proprioception_only,0.4507,0.0230,0.1701,0.0214,0.1105,0.0243,0.3963,0.0545,0.2755,0.0590,0.4150,0.0535,0.7946,0.0106,0.5011,0.0085,7,0.2483
conformal_sensor_reliability_filter,combined_stress,insertion_alignment,tactile_only,0.4949,0.0243,0.1820,0.0460,0.1276,0.0387,0.4031,0.0445,0.3401,0.0296,0.3759,0.0391,0.8150,0.0113,0.5162,0.0059,7,0.2160
conformal_sensor_reliability_filter,combined_stress,insertion_alignment,vision_only,0.4932,0.0196,0.1769,0.0343,0.1599,0.0243,0.4167,0.0265,0.2857,0.0371,0.3844,0.0528,0.7980,0.0115,0.5096,0.0070,7,0.1973
conformal_sensor_reliability_filter,combined_stress,mobile_manip_near_obstacles,compositional_multi_sensor,0.5306,0.0313,0.4388,0.0267,0.2398,0.0224,0.4201,0.0226,0.2772,0.0466,0.4031,0.0473,1.0127,0.0100,0.7628,0.0051,7,0.3639
conformal_sensor_reliability_filter,combined_stress,mobile_manip_near_obstacles,depth_only,0.5000,0.0349,0.2092,0.0341,0.1139,0.0100,0.3963,0.0208,0.2840,0.0307,0.3997,0.0296,0.8118,0.0142,0.5137,0.0031,7,0.2228
conformal_sensor_reliability_filter,combined_stress,mobile_manip_near_obstacles,force_torque_only,0.4983,0.0510,0.2126,0.0393,0.1616,0.0441,0.4048,0.0249,0.3299,0.0455,0.4014,0.0440,0.8100,0.0118,0.5380,0.0052,7,0.2517
conformal_sensor_reliability_filter,combined_stress,mobile_manip_near_obstacles,language_grounding_only,0.4915,0.0278,0.1854,0.0443,0.1054,0.0129,0.3946,0.0193,0.2721,0.0445,0.3861,0.0441,0.8116,0.0070,0.4922,0.0037,7,0.1871
conformal_sensor_reliability_filter,combined_stress,mobile_manip_near_obstacles,proprioception_only,0.5153,0.0474,0.2024,0.0191,0.1327,0.0241,0.3844,0.0248,0.3299,0.0578,0.3469,0.0285,0.7943,0.0058,0.5006,0.0059,7,0.1429
conformal_sensor_reliability_filter,combined_stress,mobile_manip_near_obstacles,tactile_only,0.5085,0.0304,0.1922,0.0396,0.1361,0.0209,0.4065,0.0421,0.2840,0.0418,0.4031,0.0487,0.7963,0.0067,0.5174,0.0051,7,0.1752
conformal_sensor_reliability_filter,combined_stress,mobile_manip_near_obstacles,vision_only,0.4915,0.0268,0.2041,0.0312,0.1310,0.0292,0.3827,0.0336,0.2993,0.0369,0.4150,0.0482,0.7904,0.0042,0.5016,0.0034,7,0.1820
conformal_sensor_reliability_filter,combined_stress,tool_use_contact_control,compositional_multi_sensor,0.5493,0.0230,0.3963,0.0380,0.2551,0.0432,0.4592,0.0423,0.3112,0.0148,0.4150,0.0436,1.0039,0.0068,0.7460,0.0068,7,0.3878
conformal_sensor_reliability_filter,combined_stress,tool_use_contact_control,depth_only,0.4677,0.0337,0.1922,0.0354,0.1327,0.0276,0.3963,0.0437,0.3316,0.0276,0.4150,0.0369,0.8029,0.0127,0.5056,0.0039,7,0.2500
conformal_sensor_reliability_filter,combined_stress,tool_use_contact_control,force_torque_only,0.5187,0.0493,0.2262,0.0488,0.1480,0.0337,0.4082,0.0428,0.2517,0.0358,0.3844,0.0329,0.8042,0.0053,0.5202,0.0078,7,0.2092
conformal_sensor_reliability_filter,combined_stress,tool_use_contact_control,language_grounding_only,0.4864,0.0351,0.2041,0.0328,0.1122,0.0160,0.4048,0.0239,0.3435,0.0418,0.4048,0.0534,0.8137,0.0108,0.4859,0.0062,7,0.2296
conformal_sensor_reliability_filter,combined_stress,tool_use_contact_control,proprioception_only,0.4966,0.0344,0.2160,0.0362,0.1105,0.0317,0.4065,0.0427,0.3112,0.0328,0.3861,0.0317,0.7985,0.0127,0.4942,0.0044,7,0.1888
conformal_sensor_reliability_filter,combined_stress,tool_use_contact_control,tactile_only,0.4592,0.0441,0.2177,0.0220,0.1514,0.0220,0.4167,0.0461,0.2942,0.0582,0.3861,0.0394,0.7899,0.0130,0.5035,0.0052,7,0.2211
conformal_sensor_reliability_filter,combined_stress,tool_use_contact_control,vision_only,0.4643,0.0611,0.2024,0.0326,0.1139,0.0227,0.4099,0.0356,0.3044,0.0446,0.4065,0.0339,0.7838,0.0093,0.4956,0.0053,7,0.2313
conformal_sensor_reliability_filter,delayed_sensor_recovery,deformable_handling,compositional_multi_sensor,0.6003,0.0407,0.3452,0.0292,0.2177,0.0263,0.4167,0.0562,0.3248,0.0422,0.3929,0.0504,1.0035,0.0139,0.7057,0.0090,7,0.3129
conformal_sensor_reliability_filter,delayed_sensor_recovery,deformable_handling,depth_only,0.5357,0.0249,0.1820,0.0214,0.1429,0.0210,0.4575,0.0259,0.3299,0.0309,0.3690,0.0314,0.8193,0.0170,0.4866,0.0061,7,0.1990
conformal_sensor_reliability_filter,delayed_sensor_recovery,deformable_handling,force_torque_only,0.5238,0.0391,0.2024,0.0269,0.1276,0.0214,0.4133,0.0355,0.3452,0.0548,0.3724,0.0380,0.8255,0.0131,0.5095,0.0055,7,0.2364
